rank,user_id,pro_score,pro_score_raw,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,total_ads_last_12m,avg_ad_lifetime_days,questions_per_ad_avg,rating_seller,reviews_count,response_time_minutes,total_deals_last_12m,deal_success_rate,contacts_per_ad_avg,followers_count,avg_views_per_day,score_total_ads_last_12m,score_avg_ad_lifetime_days,score_questions_per_ad_avg,score_rating_seller,score_reviews_count,score_response_time_minutes,score_total_deals_last_12m,score_deal_success_rate,score_contacts_per_ad_avg
77,9586eb2e55ee4931,83.56,0.8355656518008839,Постоянный клиент,Челябинск,Уральский,Электроника,Смартфоны и телефоны,Huawei,216,0.5,6.1,5.0,287,70.7,165,0.67,10.7,58,83,0.9723511067163612,0.987626835060449,0.9327096168961233,0.9109605294381311,0.972034177632413,0.09371560642747083,0.9782333105144393,0.10699525874090414,0.9307446565756446
78,e2e0dbd8e2e61c0f,83.55,0.8354588784571629,Постоянный клиент,Самара,Приволжский,Дети и игрушки,Коляски,Cybex,121,3.3,4.0,5.0,159,8.2,84,0.99,0.0,184,158,0.9064171800917826,0.754871006044905,0.7886336553332827,0.9109605294381311,0.9034760781927436,0.9137821923838872,0.9099794629953601,0.959344337111128,0.015770391217261225
79,b2c0e82a32610522,83.55,0.8354790202457237,Новичок,Пермь,Приволжский,Электроника,Смартфоны и телефоны,Google Pixel,135,3.3,13.6,5.0,181,29.8,73,0.85,6.7,431,109,0.9237848938921427,0.754871006044905,0.9991633072183768,0.9109605294381311,0.9239750513425116,0.4057478538410742,0.8851956086306129,0.5995664410131589,0.5887401435054892
80,3378560f51bca6fb,83.55,0.8354588784571629,Постоянный клиент,Самара,Приволжский,Дети и игрушки,Коляски,Cybex,121,3.3,4.0,5.0,159,8.2,84,0.99,0.0,184,158,0.9064171800917826,0.754871006044905,0.7886336553332827,0.9109605294381311,0.9034760781927436,0.9137821923838872,0.9099794629953601,0.959344337111128,0.015770391217261225
81,4c33f6eff1a7df16,83.54,0.8354077742343216,Постоянный клиент,Ростов-на-Дону,Южный,Дети и игрушки,Конструкторы,City,95,3.2,4.0,5.0,125,3.3,69,0.81,13.6,63,193,0.8561141958875282,0.7693221070811744,0.7886336553332827,0.9109605294381311,0.8526660074541721,0.9940567906669602,0.8741411221825004,0.4693719733272483,0.9921528358814432
82,a1d434aa37694ffc,83.53,0.8352690983305331,Уходящий,Москва,Центральный,Дети и игрушки,Коляски,Peg Perego,165,1.3,4.6,4.7,222,11.6,74,0.88,12.9,239,233,0.9488222915240486,0.9454879101899827,0.845211835399711,0.46923036359321857,0.9499252047361882,0.8271791767554479,0.8876549783220506,0.6937324104358409,0.985243781851373
83,9ce14de031bc3e98,83.52,0.8351533075032582,Новичок,Екатеринбург,Уральский,Одежда и обувь,Одежда,Спортивная,111,3.3,6.5,5.0,149,19.1,68,0.93,4.5,639,174,0.890190410993636,0.754871006044905,0.9447022134327223,0.9109605294381311,0.8908115919981745,0.623472925379705,0.8712380517735352,0.8231282168302021,0.32006034329758376
84,79c6fd581c1ca62b,83.47,0.8346660535279705,Постоянный клиент,Новосибирск,Сибирский,Авто,Автомобили,Volkswagen,399,1.9,2.8,5.0,534,8.7,301,0.78,4.0,83,30,0.997565984635278,0.9085168393782384,0.615007225983114,0.9109605294381311,0.9993281103420298,0.9017031697116443,0.9972110240612561,0.373355138054309,0.26781775309956646
85,2e11d527588361f5,83.42,0.8341595267369033,Постоянный клиент,Новосибирск,Сибирский,Дети и игрушки,Коляски,Cybex,127,0.5,3.1,5.0,171,,113,0.86,10.5,331,11,0.9139854466164651,0.987626835060449,0.6663877690727923,0.9109605294381311,0.91487284805152,0.5,0.9484926852767425,0.6318932075758729,0.9217565477548744
86,2c0ce54f8c7e96b3,83.42,0.8341595267369033,Постоянный клиент,Новосибирск,Сибирский,Дети и игрушки,Коляски,Cybex,127,0.5,3.1,5.0,171,,113,0.86,10.5,331,11,0.9139854466164651,0.987626835060449,0.6663877690727923,0.9109605294381311,0.91487284805152,0.5,0.9484926852767425,0.6318932075758729,0.9217565477548744
87,074b43301717fe75,83.36,0.8335692171534191,Премиум,Новосибирск,Сибирский,Электроника,Аудио,Sony,173,0.5,2.9,4.9,230,9.6,139,0.81,7.9,153,48,0.95413402297102,0.987626835060449,0.6331736010750234,0.7600917552139637,0.9533480388428285,0.8790997138454766,0.9675337846403489,0.4693719733272483,0.7267690981465987
88,fe8e5e14cf146dc2,83.36,0.8335692171534191,Премиум,Новосибирск,Сибирский,Электроника,Аудио,Sony,173,0.5,2.9,4.9,230,9.6,139,0.81,7.9,153,48,0.95413402297102,0.987626835060449,0.6331736010750234,0.7600917552139637,0.9533480388428285,0.8790997138454766,0.9675337846403489,0.4693719733272483,0.7267690981465987
89,c993f0670d2ab51b,83.33,0.8333191650976317,Новичок,Казань,Приволжский,Авто,Шины и диски,Nokian,362,3.4,3.5,5.0,482,12.2,157,0.84,4.2,508,468,0.9928500798661292,0.7395023747841105,0.7265028777160822,0.9109605294381311,0.9927740168859815,0.8087717367378384,0.9751781141451789,0.56775943814812,0.287873025531807
90,6de74b51e61f2765,83.29,0.832889808287834,Новичок,Екатеринбург,Уральский,Недвижимость,"Дома, дачи, коттеджи",Продажа,232,4.0,11.8,5.0,308,,162,0.81,4.5,81,227,0.9767881138916356,0.6431212219343696,0.9977054334322152,0.9109605294381311,0.9764077989908978,0.5,0.9772064602824472,0.4693719733272483,0.32006034329758376
91,cf97c46be73647ce,83.28,0.8328098257905784,Премиум,Владивосток,Дальневосточный,Недвижимость,"Дома, дачи, коттеджи",Аренда,89,3.2,6.3,5.0,120,12.5,57,0.79,11.6,43,74,0.8410790801450267,0.7693221070811744,0.9385537892041277,0.9109605294381311,0.8427397885449152,0.8009437596302003,0.8295175071625973,0.4050226921224107,0.9620318957430085
92,385a38748b323c2a,83.2,0.8319689786945644,Премиум,Краснодар,Южный,Хобби и отдых,Музыкальные инструменты,Гитары,169,3.8,3.2,4.9,220,3.8,159,0.95,7.5,320,56,0.9515732359727187,0.6762602547495682,0.682246900433559,0.7600917552139637,0.9486955198904693,0.9899295619634603,0.9760908699069496,0.86484876144114,0.6825891838442231
93,68e93a8a94d7800c,83.2,0.8319689786945644,Премиум,Краснодар,Южный,Хобби и отдых,Музыкальные инструменты,Гитары,169,3.8,3.2,4.9,220,3.8,159,0.95,7.5,320,56,0.9515732359727187,0.6762602547495682,0.682246900433559,0.7600917552139637,0.9486955198904693,0.9899295619634603,0.9760908699069496,0.86484876144114,0.6825891838442231
94,7f9de70c21ca2b87,83.15,0.8315307645783722,Премиум,Ростов-на-Дону,Южный,Электроника,Смартфоны и телефоны,Realme,106,1.0,5.2,4.7,140,1.7,85,0.99,5.1,308,189,0.880479703861464,0.9594397668393783,0.8890114348013488,0.46923036359321857,0.8772850586952663,0.999546004842615,0.9118556831723333,0.959344337111128,0.39205395400725135
95,ff2b7aa16f9a1a12,83.13,0.8313086218488329,Постоянный клиент,Уфа,Приволжский,Дом и сад,Мебель,Шкафы,189,1.0,13.2,4.8,253,,122,0.85,3.4,281,378,0.9618417382926396,0.9594397668393783,0.9989731497680079,0.6232499274922878,0.9620192185796507,0.5,0.9564919753555944,0.5995664410131589,0.21093532111254787
96,8c3398c056a14829,83.12,0.8312140073047888,Активный,Уфа,Приволжский,Электроника,Игровые приставки,Nintendo,87,1.2,3.4,5.0,112,11.7,63,0.93,7.2,167,90,0.8352856164904541,0.9504938471502591,0.7124312263887832,0.9109605294381311,0.8245987677797216,0.8241800572309047,0.8535027002357952,0.8231282168302021,0.6470677721153115
97,226ca819a6295af1,83.11,0.8311443180872025,Активный,Челябинск,Уральский,Авто,Шины и диски,Continental,148,2.8,5.4,4.9,197,12.5,63,0.74,10.4,123,240,0.9357014274485941,0.8204069516407599,0.9005222991303466,0.7600917552139637,0.9350675692806978,0.8009437596302003,0.8535027002357952,0.25544484166222964,0.9165082021246925
98,7de3e68021c7371a,83.08,0.8307618185850367,Новичок,Краснодар,Южный,Недвижимость,Коммерческая,Офисы,192,0.6,2.5,5.0,255,34.7,123,0.97,10.3,364,29,0.962830557034558,0.9738908678756477,0.5541568418650643,0.9109605294381311,0.9625896909307573,0.3338102575390711,0.9572399279937122,0.8974290712710123,0.9115007225983114
99,ec0f282b21153313,83.06,0.8305773663339203,Активный,Пермь,Приволжский,Дом и сад,Мебель,Кровати,95,2.1,9.1,4.8,131,12.0,49,0.97,6.0,292,106,0.8561141958875282,0.8921632124352331,0.9871960650084937,0.6232499274922878,0.8629978955908826,0.8145085846357033,0.7864405060723613,0.8974290712710123,0.5018381886868994
100,394ab5b2239eec87,83.06,0.8306077094605596,Активный,Санкт-Петербург,Северо-Западный,Хобби и отдых,Спорт и отдых,Велосипеды,216,2.3,3.9,,290,14.7,135,0.91,15.7,300,16,0.9723511067163612,0.8743388385146805,0.7778580664790447,0.5,0.97254126416673,0.7408375522782302,0.9653026038893537,0.7756142085646915,0.9988844096245024
101,60d219681fa1d300,83.05,0.8305087480336821,Постоянный клиент,Новосибирск,Сибирский,Услуги,Доставка,Курьер,183,2.2,4.9,4.7,250,6.9,90,0.86,7.5,1136,16,0.9590907938439694,0.8837840025906736,0.8691209654927613,0.46923036359321857,0.9609670140209426,0.9430304864626898,0.9199944220481225,0.6318932075758729,0.6825891838442231
102,d9c5aabdd9ab665f,82.99,0.8299432812251585,Спящий,Омск,Сибирский,Недвижимость,"Дома, дачи, коттеджи",Аренда,114,1.8,4.5,5.0,155,77.2,86,0.97,12.4,210,1815,0.8954387566238179,0.9154657815198618,0.8369336477269846,0.9109605294381311,0.8987728505869527,0.07602355271846797,0.9135797773890114,0.8974290712710123,0.9785122081083136
103,475d5836dee4c994,82.99,0.8298577674872584,Активный,Екатеринбург,Уральский,Хобби и отдых,Коллекционирование,LEGO,76,4.0,9.7,4.9,103,5.4,49,0.97,10.5,146,297,0.7991303465936462,0.6431212219343696,0.9914302375700413,0.7600917552139637,0.8023249917598438,0.9700775918996258,0.7864405060723613,0.8974290712710123,0.9217565477548744
104,2f981145617c515b,82.96,0.8295683601326205,Новичок,Екатеринбург,Уральский,Электроника,Смартфоны и телефоны,Apple,385,3.5,2.7,5.0,516,26.2,336,0.99,9.1,87,316,0.9943586623057225,0.7232836787564767,0.5954210085951167,0.9109605294381311,0.9944474024492279,0.46970614131631083,0.9990872442382293,0.959344337111128,0.835120813366801
105,321436158221f5c7,82.94,0.8294410068947037,Уходящий,Москва,Центральный,Электроника,Смартфоны и телефоны,Realme,64,0.5,4.3,5.0,89,5.0,60,0.94,4.8,1978,58,0.7421591744631222,0.987626835060449,0.8194518394564032,0.9109605294381311,0.7540249993661419,0.9762546775258639,0.8420932532136609,0.8447301031921097,0.3555564006997794
106,d0901201916022a2,82.94,0.8294410068947037,Уходящий,Москва,Центральный,Электроника,Смартфоны и телефоны,Realme,64,0.5,4.3,5.0,89,5.0,60,0.94,4.8,1978,58,0.7421591744631222,0.987626835060449,0.8194518394564032,0.9109605294381311,0.7540249993661419,0.9762546775258639,0.8420932532136609,0.8447301031921097,0.3555564006997794
107,6ba8339b258c82e8,82.89,0.8288787634374367,Активный,Челябинск,Уральский,Электроника,Игровые приставки,Sony,126,3.7,3.7,5.0,172,14.4,66,0.92,8.7,215,73,0.9127684389341041,0.6923035405872193,0.7527192515402753,0.9109605294381311,0.9159630841003017,0.7490369799691834,0.8646966354808449,0.8003093227859335,0.8028827869475926
108,a9a61f7bc03cf1cf,82.87,0.8287003939402372,Спящий,Челябинск,Уральский,Авто,Автомобили,BMW,181,5.0,9.2,5.0,241,34.6,75,0.95,10.0,182,319,0.9581526837554829,0.46173359240069084,0.9881468522603383,0.9109605294381311,0.9577216602013133,0.3352823024433194,0.8902284424837098,0.86484876144114,0.8955274967673233
109,efc2b86800e6caea,82.86,0.8285633334323488,Новичок,Казань,Приволжский,Электроника,Ноутбуки,Dell,104,3.5,5.0,4.9,137,8.0,91,0.93,6.0,145,110,0.8763342714434218,0.7232836787564767,0.876131436829695,0.7600917552139637,0.8728353743566339,0.9179782082324455,0.921642453284653,0.8231282168302021,0.5018381886868994
110,3f492539b43fc743,82.86,0.8285633334323488,Новичок,Казань,Приволжский,Электроника,Ноутбуки,Dell,104,3.5,5.0,4.9,137,8.0,91,0.93,6.0,145,110,0.8763342714434218,0.7232836787564767,0.876131436829695,0.7600917552139637,0.8728353743566339,0.9179782082324455,0.921642453284653,0.8231282168302021,0.5018381886868994
111,648a7b50886cd736,82.86,0.828565622209258,Новичок,Москва,Центральный,Электроника,Игровые приставки,Nintendo,141,0.8,6.8,4.8,185,35.6,101,0.97,6.1,97,171,0.9296544205268629,0.9671982944732297,0.9529677239420907,0.6232499274922878,0.9270936335285617,0.3215523882896764,0.9351563094242032,0.8974290712710123,0.5136913364265612
112,35a9d0dffc5ad854,82.85,0.8284701229043206,Постоянный клиент,Владивосток,Дальневосточный,Дом и сад,Мебель,Кровати,125,1.8,6.9,5.0,168,11.1,74,0.61,2.4,208,86,0.9115007225983114,0.9154657815198618,0.9555918967571816,0.9109605294381311,0.9125782814837352,0.8401386748844376,0.8876549783220506,0.0408965289926726,0.1309804518141021
113,43f9970b255f2149,82.71,0.8271035805056887,Новичок,Воронеж,Центральный,Услуги,Доставка,Курьер,105,3.4,4.2,5.0,141,16.8,92,0.9,7.8,463,94,0.8784893892142694,0.7395023747841105,0.809411526076925,0.9109605294381311,0.8791232473821657,0.6839780981730135,0.9231130042341725,0.7500316929083948,0.7163611470297406
114,312388da21366eab,82.7,0.8270455637658419,Премиум,Ростов-на-Дону,Южный,Недвижимость,Квартиры,Новостройка,149,1.3,5.0,5.0,197,19.0,126,0.7,3.9,1320,3041,0.9366268603737228,0.9454879101899827,0.876131436829695,0.9109605294381311,0.9350675692806978,0.6262244111820383,0.9597880378286554,0.16031540782434522,0.25808169164067846
115,78f7bfb2d0b91caa,82.68,0.8268367165420755,Активный,Нижний Новгород,Приволжский,Авто,Шины и диски,Nokian,247,2.0,4.6,,334,24.9,197,0.99,7.2,449,189,0.9799574047311174,0.9005019430051814,0.845211835399711,0.5,0.9806926802058772,0.4956664098613251,0.9866002383306711,0.959344337111128,0.6470677721153115
116,410b5c0265ae8eed,82.52,0.8251990521138765,Премиум,Самара,Приволжский,Авто,Запчасти,Toyota,166,1.5,2.7,4.8,220,8.7,83,0.96,8.9,77,193,0.9494941811820187,0.9346259715025906,0.5954210085951167,0.6232499274922878,0.9486955198904693,0.9017031697116443,0.9078496995512284,0.8820770264445628,0.8190968788823813
117,a095d1fa3cf967c5,82.42,0.8241843629140512,Премиум,Красноярск,Сибирский,Дом и сад,Кухонная техника,Redmond,398,4.1,5.1,4.8,532,15.7,237,0.86,8.7,852,190,0.9960954336857585,0.6262008851468048,0.8825967901422378,0.6232499274922878,0.9976547247787835,0.7136253576931543,0.9922288988615907,0.6318932075758729,0.8028827869475926
118,a328b1dea6264e38,82.41,0.8240541030320807,Уходящий,Пермь,Приволжский,Хобби и отдых,Винтажная одежда,Adidas,191,0.8,2.9,4.8,250,9.2,159,0.88,6.8,44,423,0.9625009507872518,0.9671982944732297,0.6331736010750234,0.6232499274922878,0.9609670140209426,0.8888399735857363,0.9760908699069496,0.6937324104358409,0.6002129763444132
119,444456575c4b77d0,82.41,0.8240541030320807,Уходящий,Пермь,Приволжский,Хобби и отдых,Винтажная одежда,Adidas,191,0.8,2.9,4.8,250,9.2,159,0.88,6.8,44,423,0.9625009507872518,0.9671982944732297,0.6331736010750234,0.6232499274922878,0.9609670140209426,0.8888399735857363,0.9760908699069496,0.6937324104358409,0.6002129763444132
120,3931334959580b15,82.37,0.8236761844839569,Постоянный клиент,Уфа,Приволжский,Недвижимость,"Дома, дачи, коттеджи",Аренда,178,0.8,5.9,4.6,240,15.4,100,0.99,5.8,709,142,0.956390558048731,0.9671982944732297,0.9252807991683781,0.3186120705565956,0.9573159909738597,0.7215633942328857,0.9337491442914734,0.959344337111128,0.4760401612535179
